playerID,yearID,AB,H,2B,3B,HR,BB,SO
stantmi03,2011,516,135,30,5,34,70,166
staufti01,2011,54,8,0,0,0,1,19
stettmi01,2011,0,0,0,0,0,0,0
steveje01,2011,2,0,0,0,0,0,1
stewach01,2011,162,33,8,0,3,16,18
stewaia01,2011,122,19,6,1,0,14,37
stewaza01,2011,2,0,0,0,0,0,2
stewaza01,2011,0,0,0,0,0,0,0
stinsjo01,2011,0,0,0,0,0,1,0
storedr01,2011,0,0,0,0,0,0,0
strasst01,2011,6,0,0,0,0,0,3
streehu01,2011,1,0,0,0,0,0,0
stroppe01,2011,0,0,0,0,0,0,0
stroppe01,2011,0,0,0,0,0,0,0
stubbdr01,2011,604,147,22,3,15,63,205
stulter01,2011,2,1,1,0,0,0,0
stutemi01,2011,0,0,0,0,0,0,0
surkaer01,2011,8,1,0,0,0,1,5
suttodr01,2011,54,17,7,0,0,3,13
suzukic01,2011,677,184,22,3,5,39,69
suzukku01,2011,460,109,26,0,14,38,64
swarzan01,2011,0,0,0,0,0,0,0
sweenry01,2011,264,70,11,3,1,33,48
swishni01,2011,526,137,30,0,23,95,125
tabatjo01,2011,334,89,18,1,4,40,61
takahhi01,2011,0,0,0,0,0,0,0
talbomi01,2011,2,0,0,0,0,0,1
tallebr01,2011,0,0,0,0,0,0,0
tallebr01,2011,0,0,0,0,0,0,0
tateyyo01,2011,0,0,0,0,0,0,0
tatumcr01,2011,87,17,3,0,0,6,21
taylomi01,2011,30,6,0,0,1,5,11
tazawju01,2011,0,0,0,0,0,0,0
teafoev01,2011,0,0,0,0,0,0,0
teagata01,2011,34,8,2,0,0,2,13
teahema01,2011,118,24,3,0,3,12,28
teahema01,2011,42,8,1,0,1,4,17
teherju01,2011,4,0,0,0,0,0,1
teixema01,2011,589,146,26,1,39,76,110
tejadmi01,2011,322,77,16,0,4,12,35
tejadru01,2011,328,93,15,1,0,35,50
tejedro01,2011,0,0,0,0,0,0,0
tekotbl01,2011,34,6,1,1,0,4,21
texeika01,2011,0,0,0,0,0,0,0
thameer01,2011,362,95,24,5,12,23,88
thamema01,2011,66,13,1,1,2,4,16
thatcjo01,2011,0,0,0,0,0,0,0
thayeda01,2011,0,0,0,0,0,0,0
theriry01,2011,442,120,26,1,1,29,41
tholejo01,2011,340,91,17,0,3,38,47
thomabr01,2011,0,0,0,0,0,0,0
thomeji01,2011,206,50,12,0,12,35,69
thomeji01,2011,71,21,4,0,3,11,23
thompaa01,2011,0,0,0,0,0,1,0
thompda02,2011,1,0,0,0,0,0,1
thompri03,2011,0,0,0,0,0,0,0
thornma01,2011,0,0,0,0,0,0,0
thursjo01,2011,4,1,0,0,0,0,1
tillmch01,2011,0,0,0,0,0,0,0
tobinma01,2011,0,0,0,0,0,0,0
tolbema01,2011,207,41,10,2,0,11,31
tomkobr01,2011,0,0,0,0,0,0,0
tomlijo01,2011,2,2,0,0,0,0,0
toregwy01,2011,4,0,0,0,0,0,1
torreal01,2011,0,0,0,0,0,0,0
torrean02,2011,348,77,24,1,4,42,95
torreyo01,2011,396,108,27,1,7,20,65
tosonre01,2011,172,35,7,1,5,14,42
towlejr01,2011,147,27,7,0,3,13,26
treanma01,2011,186,42,6,0,3,33,49
treanma01,2011,10,0,0,0,0,1,4
troncra01,2011,1,0,0,0,0,0,1
troutmi01,2011,123,27,6,0,5,9,30
trumbma01,2011,539,137,31,1,29,25,120
tuckery01,2011,0,0,0,0,0,0,0
tulowtr01,2011,537,162,36,2,30,59,79
turneja01,2011,0,0,0,0,0,0,0
turneju01,2011,435,113,30,0,4,39,59
ueharko01,2011,0,0,0,0,0,0,0
ueharko01,2011,0,0,0,0,0,0,0
ugglada01,2011,600,140,22,1,36,62,156
uptonbj01,2011,560,136,27,4,23,71,161
uptonju01,2011,592,171,39,5,31,59,126
uribeju01,2011,270,55,12,0,4,17,60
utleych01,2011,398,103,21,6,11,39,47
valaich01,2011,25,7,1,1,0,2,3
valbulu01,2011,43,9,0,0,1,1,9
valdejo01,2011,0,0,0,0,0,0,0
valdelu01,2011,0,0,0,0,0,0,0
valdeme01,2011,0,0,0,0,0,0,0
valdera02,2011,0,0,0,0,0,0,0
valdera02,2011,0,0,0,0,0,0,0
valdewi01,2011,273,68,14,4,1,18,41
valenda01,2011,564,139,28,2,15,40,102
valvejo01,2011,0,0,0,0,0,0,0
vanderi01,2011,0,0,0,0,0,0,0
vargaja01,2011,2,0,0,0,0,0,0
varitja01,2011,222,49,10,1,11,21,67
varvaan01,2011,0,0,0,0,0,0,0
vasquan01,2011,0,0,0,0,0,0,0
vasques01,2011,0,0,0,0,0,0,0
vazquja01,2011,56,10,1,0,0,2,10
velazgi01,2011,6,3,0,0,0,0,0
velezeu01,2011,37,0,0,0,0,2,11
venabwi01,2011,370,91,14,7,9,31,92
ventejo01,2011,0,0,0,0,0,0,0
verasjo01,2011,0,0,0,0,0,1,0
verlaju01,2011,4,0,0,0,0,0,3
vicieda01,2011,102,26,3,0,1,9,23
victosh01,2011,519,145,27,16,17,55,63
villabr02,2011,0,0,0,0,0,0,0
villaca01,2011,4,0,0,0,0,1,2
villael01,2011,1,0,0,0,0,0,1
violape01,2011,0,0,0,0,0,0,0
vizcaar01,2011,0,0,0,0,0,0,0
vizquom01,2011,167,42,7,1,0,9,18
vogelry01,2011,53,12,1,0,0,2,15
volqued01,2011,26,3,0,0,0,1,13
volstch01,2011,46,9,2,0,0,1,19
vottojo01,2011,599,185,40,3,29,110,129
wadeco01,2011,0,0,0,0,0,0,0
wagnene01,2011,0,0,0,0,0,0,0
wakefti01,2011,4,0,0,0,0,0,4
waldejo01,2011,0,0,0,0,0,0,0
waldrky01,2011,0,0,0,0,0,0,0
walkene01,2011,596,163,36,4,12,54,112
wallabr01,2011,336,87,22,0,5,36,91
waltepj01,2011,0,0,0,0,0,0,0
waltepj01,2011,0,0,0,0,0,0,0
wangch01,2011,19,1,0,0,0,1,10
watsoto01,2011,1,0,0,0,0,0,1
weaveje02,2011,4,0,0,0,0,0,1
webbry01,2011,0,0,0,0,0,0,0
weeksje01,2011,406,123,26,8,2,21,62
weeksri01,2011,453,122,26,2,20,50,107
weilaky01,2011,0,0,0,0,0,0,0
weinhro01,2011,0,0,0,0,0,0,0
wellsca01,2011,113,29,10,0,4,9,29
wellsca01,2011,102,22,1,0,7,9,42
wellsra01,2011,43,6,0,0,0,1,13
wellsve01,2011,505,110,15,4,25,20,86
werthja01,2011,561,130,26,1,20,74,160
westbja01,2011,47,5,2,0,1,3,23
wheelda01,2011,0,0,0,0,0,0,0
whelake01,2011,0,0,0,0,0,0,0
whiteal01,2011,0,0,0,0,0,0,0
whiteal01,2011,13,1,1,0,0,0,6
whiteel03,2011,213,42,8,2,4,18,59
wietema01,2011,500,131,28,0,22,48,84
wiggity01,2011,401,97,21,2,15,38,84
wilheto01,2011,0,0,0,0,0,0,0
wilkad01,2011,1,0,0,0,0,0,1
willido03,2011,31,12,3,1,1,0,4
willije02,2011,0,0,0,0,0,0,0
willijo03,2011,488,120,26,0,29,56,150
willira01,2011,0,0,0,0,0,0,0
willire03,2011,22,1,1,0,0,4,7
wilsobo02,2011,111,21,8,0,1,10,16
wilsobr01,2011,0,0,0,0,0,0,0
wilsocj01,2011,4,1,0,1,0,0,0
wilsoja02,2011,173,43,8,0,0,9,27
wilsoja02,2011,41,9,1,0,0,1,12
wilsojo03,2011,10,2,1,0,0,0,1
wilsojo03,2011,75,17,4,0,2,4,21
wilsomi02,2011,27,4,1,0,0,1,7
wisede01,2011,67,16,2,0,0,3,21
wisede01,2011,32,4,0,1,2,0,15
wolfra02,2011,61,10,3,0,0,0,25
woodbl01,2011,1,0,0,0,0,0,1
woodbr01,2011,14,2,1,0,0,0,8
woodbr01,2011,236,52,9,0,7,19,65
woodke02,2011,0,0,0,0,0,0,0
woodti01,2011,0,0,0,0,0,0,0
woodtr01,2011,30,2,0,0,1,0,14
woodwch01,2011,10,0,0,0,0,0,4
worleva01,2011,45,10,1,0,0,1,14
worrema01,2011,0,0,0,0,0,0,0
worthda01,2011,37,10,2,0,0,2,9
wrighda03,2011,389,99,23,1,14,52,97
wrighja01,2011,0,0,0,0,0,0,0
wrighwe01,2011,1,0,0,0,0,0,1
wuertmi01,2011,0,0,0,0,0,0,0
youklke01,2011,431,111,32,2,17,68,100
youngch03,2011,9,3,0,0,0,0,4
youngch04,2011,567,134,38,3,20,80,139
youngde03,2011,305,81,16,0,4,18,55
youngde03,2011,168,46,5,1,8,5,30
younger03,2011,198,49,4,3,0,26,38
youngma02,2011,48,10,1,0,0,4,6
youngmi02,2011,631,213,41,6,11,47,78
zagurmi01,2011,0,0,0,0,0,0,0
zambrca01,2011,44,14,2,0,2,2,14
zieglbr01,2011,0,0,0,0,0,0,0
zieglbr01,2011,0,0,0,0,0,0,0
zimmejo02,2011,43,9,1,0,0,2,12
zimmery01,2011,395,114,21,2,12,41,73
zitoba01,2011,13,0,0,0,0,1,5
zobribe01,2011,588,158,46,6,20,77,128
aardsda01,2012,0,0,0,0,0,0,0
abadfe01,2012,7,1,0,0,0,0,3
abreubo01,2012,24,5,3,0,0,2,5
abreubo01,2012,195,48,8,1,3,35,51
abreuto01,2012,70,18,2,1,1,2,13
accarje01,2012,0,0,0,0,0,0,0
accarje01,2012,0,0,0,0,0,0,0
aceveal01,2012,0,0,0,0,0,0,0
ackledu01,2012,607,137,22,2,12,59,124
acostma01,2012,0,0,0,0,0,0,0
adamsma01,2012,86,21,6,0,2,5,24
adamsmi03,2012,0,0,0,0,0,0,0
adcocna01,2012,1,0,0,0,0,0,1
affelje01,2012,1,0,0,0,0,0,0
albaljo01,2012,0,0,0,0,0,0,0
alberma01,2012,0,0,0,0,0,0,0
alberma01,2012,0,0,0,0,0,0,0
albural01,2012,0,0,0,0,0,0,0
allenbr01,2012,7,0,0,0,0,0,5
allenbr01,2012,13,2,0,0,1,2,4
allenco01,2012,0,0,0,0,0,0,0
alonsyo01,2012,549,150,39,0,9,62,101
altuvjo01,2012,576,167,34,4,7,40,74
alvarhe01,2012,1,0,0,0,0,0,1
alvarpe01,2012,525,128,25,1,30,57,180
amarial01,2012,0,0,0,0,0,0,0
amarial01,2012,275,66,15,5,5,17,42
ambrihe01,2012,0,0,0,0,0,0,0
anderbr04,2012,0,0,0,0,0,0,0
anderbr05,2012,12,3,1,0,0,1,6
anderla03,2012,8,1,0,0,0,0,3
andinro01,2012,384,81,13,1,7,37,100
andruel01,2012,629,180,31,9,3,57,96
ankieri01,2012,158,36,10,2,5,12,59
aokino01,2012,520,150,37,4,10,43,55
archech01,2012,3,0,0,0,0,0,1
arencjp01,2012,347,81,16,0,18,18,108
ariasjo01,2012,319,86,13,5,5,13,44
arredjo01,2012,0,0,0,0,0,0,0
arrieja01,2012,3,0,0,0,0,1,2
arroybr01,2012,63,9,1,0,1,1,28
atchisc01,2012,0,0,0,0,0,0,0
aumonph01,2012,0,0,0,0,0,0,0
averyxa01,2012,94,21,6,1,1,11,23
avilaal01,2012,367,89,21,2,9,61,104
avilalu01,2012,3,1,0,0,0,0,0
avilemi01,2012,512,128,28,0,13,23,77
axelrdy01,2012,0,0,0,0,0,0,0
axforjo01,2012,1,0,0,0,0,0,1
ayalalu01,2012,0,0,0,0,0,0,0
aybarer01,2012,517,150,31,5,8,22,61
badenbu01,2012,1,0,0,0,0,0,1
bailean01,2012,0,0,0,0,0,0,0
baileho02,2012,70,8,1,0,0,1,29
bakerje03,2012,134,36,10,1,4,8,28
bakerje03,2012,35,7,2,0,0,2,10
bakerje03,2012,19,2,0,0,0,1,10
bakerjo01,2012,193,46,8,0,0,20,41
balesco01,2012,0,0,0,0,0,0,0
balfogr01,2012,1,0,0,0,0,0,1
barajro01,2012,321,66,11,0,11,29,69
bardda01,2012,2,0,0,0,0,0,1
barmecl01,2012,455,104,16,1,8,20,106
barnebr02,2012,98,20,3,0,1,5,29
barneda01,2012,548,139,26,4,7,33,58
barnesc01,2012,0,0,0,0,0,0,0
bartlja01,2012,83,11,5,0,0,12,27
bartoda02,2012,113,23,7,0,1,22,32
bassan01,2012,31,4,0,1,0,0,13
bastaan01,2012,0,0,0,0,0,0,0
batismi01,2012,6,0,0,0,0,0,4
batismi01,2012,0,0,0,0,0,0,0
bauertr01,2012,4,0,0,0,0,0,1
bautijo02,2012,332,80,14,0,27,59,63
baxtemi01,2012,179,47,14,2,3,25,45
bayja01,2012,194,32,2,0,8,19,58
beachbr01,2012,27,5,1,0,0,2,17
beatope01,2012,0,0,0,0,0,0,0
beatope01,2012,0,0,0,0,0,0,0
beavabl01,2012,2,0,0,0,0,0,1
beckch01,2012,0,0,0,0,0,0,0
beckejo02,2012,5,1,0,0,0,0,3
beckejo02,2012,16,0,0,0,0,0,9
beckhgo01,2012,525,123,24,0,16,40,89
bedarer01,2012,37,4,1,0,0,1,14
belisma01,2012,3,0,0,0,0,0,1
belisro01,2012,0,0,0,0,0,0,0
belivje01,2012,0,0,0,0,0,0,0
bellhe01,2012,0,0,0,0,0,0,0
belljo01,2012,52,9,2,0,1,4,14
belowdu01,2012,1,0,0,0,0,0,0
beltbr01,2012,411,113,27,6,7,54,106
beltrad01,2012,604,194,33,2,36,36,82
beltrca01,2012,547,147,26,1,32,65,124
benoijo01,2012,0,0,0,0,0,0,0
bergebr02,2012,1,0,0,0,0,0,0
berkeja01,2012,0,0,0,0,0,0,0
berkeja01,2012,5,0,0,0,0,0,1
berkmla01,2012,81,21,7,1,2,14,19
bernaro01,2012,227,66,11,0,5,28,53
berryqu01,2012,291,75,10,6,2,25,80
betanra01,2012,0,0,0,0,0,0,0
betanyu01,2012,215,49,14,1,7,9,25
betemwi01,2012,341,89,19,0,12,31,103
biancje01,2012,69,13,2,0,3,4,13
billich01,2012,42,8,1,0,0,0,18
bixlebr01,2012,88,17,6,0,2,7,36
blackch02,2012,113,32,8,0,2,4,17
blackni01,2012,2,0,0,0,0,0,1
blacktr01,2012,0,0,0,0,0,0,0
blacktr01,2012,2,0,0,0,0,0,2
blancgr01,2012,393,96,14,5,5,51,104
blanche01,2012,64,12,3,0,1,3,18
blankky01,2012,5,1,0,0,0,1,2
blantjo01,2012,39,3,0,0,0,3,20
blantjo01,2012,16,1,0,0,0,0,6
blevije01,2012,0,0,0,0,0,0,0
bloomwi01,2012,324,98,21,5,0,12,55
blumge01,2012,28,4,0,0,0,2,7
boescbr01,2012,470,113,22,2,12,26,104
boggsmi01,2012,0,0,0,0,0,0,0
bogusbr01,2012,355,72,9,2,7,41,96
bonifem01,2012,244,63,3,4,1,25,52
boscajc01,2012,10,2,0,0,0,0,1
bourgja01,2012,62,16,2,1,0,4,4
bourjpe01,2012,168,37,7,0,3,15,44
bournmi01,2012,624,171,26,10,9,70,155
bowdemi01,2012,0,0,0,0,0,0,0
bowdemi01,2012,2,0,0,0,0,0,2
boxbebr01,2012,1,0,0,0,0,0,1
brachbr01,2012,0,0,0,0,0,0,0
brantmi02,2012,552,159,37,4,6,53,56
brantro01,2012,100,29,8,0,3,13,16
braunry02,2012,598,191,36,3,41,63,128
braybi01,2012,0,0,0,0,0,0,0
breslcr01,2012,3,0,0,0,0,0,2
breslcr01,2012,0,0,0,0,0,0,0
brignre01,2012,21,2,0,0,0,1,5
brittza01,2012,0,0,0,0,0,0,0
brothre01,2012,2,0,0,0,0,0,2
brownan02,2012,112,26,7,0,5,12,34
brownba01,2012,1,0,0,0,0,0,0
brownco01,2012,25,5,2,0,1,1,9
browndo01,2012,187,44,11,2,5,21,34
broxtjo01,2012,0,0,0,0,0,0,0
broxtjo01,2012,0,0,0,0,0,0,0
bruceja01,2012,560,141,35,5,34,62,155
brummty01,2012,0,0,0,0,0,0,0
brunebr01,2012,0,0,0,0,0,0,0
buchhcl01,2012,2,0,0,0,0,0,1
buckjo01,2012,343,66,15,1,12,49,103
bucktr01,2012,74,16,5,1,0,6,18
buehrma01,2012,67,3,1,0,0,0,29
buenofr01,2012,0,0,0,0,0,0,0
bumgama01,2012,68,11,1,0,2,1,25
bundydy01,2012,0,0,0,0,0,0,0
burneaj01,2012,63,4,0,0,0,3,36
burneal01,2012,0,0,0,0,0,0,0
burnese01,2012,0,0,0,0,0,1,0
burnsco01,2012,1,0,0,0,0,0,1
burriem01,2012,136,29,1,0,0,10,25
burrose01,2012,17,2,1,0,0,1,3
burtoja01,2012,0,0,0,0,0,0,0
buterdr01,2012,111,22,6,0,1,9,26
butlebi03,2012,614,192,32,1,29,54,111
byrdati01,2012,0,0,0,0,0,0,0
byrdma01,2012,43,3,0,0,0,3,10
byrdma01,2012,100,27,2,0,1,2,21
cabreal03,2012,0,0,0,0,0,0,0
cabreas01,2012,555,150,35,1,16,52,99
cabreed01,2012,1,0,0,0,0,0,1
cabreev01,2012,398,98,19,3,2,43,110
cabreme01,2012,459,159,25,10,11,36,63
cabremi01,2012,622,205,40,0,44,66,98
cahiltr01,2012,67,8,0,0,0,1,24
cainlo01,2012,222,59,9,2,7,15,56
cainma01,2012,74,13,2,0,1,2,33
cairomi01,2012,150,28,7,2,1,4,20
calhoko01,2012,23,4,1,0,0,2,6
callaal01,2012,457,115,20,0,10,56,59
campato01,2012,174,46,6,0,0,11,43
campsh01,2012,0,0,0,0,0,0,0
canoro01,2012,627,196,48,1,33,61,96
canzlru01,2012,93,25,3,0,3,4,22
cappsca01,2012,0,0,0,0,0,0,0
cappsma01,2012,0,0,0,0,0,0,0
capuach01,2012,54,5,2,0,0,1,27
cardead01,2012,60,11,6,0,0,7,13
carigan01,2012,0,0,0,0,0,0,0
carlilu01,2012,14,3,1,0,0,0,3
carmofa01,2012,0,0,0,0,0,0,0
carpean01,2012,0,0,0,0,0,0,0
carpech01,2012,6,1,0,0,0,0,2
carpech02,2012,0,0,0,0,0,0,0
carpeda01,2012,2,1,0,0,0,0,0
carpeda01,2012,0,0,0,0,0,0,0
carpeda02,2012,0,0,0,0,0,0,0
carpema01,2012,296,87,22,5,6,34,63
carpmi01,2012,164,35,6,0,5,21,46
carradj01,2012,0,0,0,0,0,0,0
carreez01,2012,147,40,6,3,2,8,35
carrejo01,2012,1,0,0,0,0,0,0
carrobr01,2012,2,0,0,0,0,0,0
carroja01,2012,470,126,18,1,1,52,65
carsoma01,2012,66,15,1,0,0,2,21
carsoro01,2012,0,0,0,0,0,0,0
cartech02,2012,218,52,12,0,16,39,83
cashnan01,2012,7,1,0,0,0,1,2
casilal01,2012,299,72,17,2,1,16,52
cassebo01,2012,0,0,0,0,0,0,0
casteal01,2012,23,4,0,1,1,0,8
castile01,2012,0,0,0,0,0,0,0
castiwe01,2012,170,45,11,0,5,17,51
castrja01,2012,257,66,15,2,6,31,61
castrst01,2012,646,183,29,12,14,36,100
cecilbr01,2012,2,0,0,0,0,0,2
cedenro02,2012,166,43,11,1,4,17,35
cedenxa01,2012,1,0,0,0,0,0,1
cervefr01,2012,1,0,0,0,0,1,0
cespeyo01,2012,487,142,25,5,23,43,102
chacijh01,2012,24,7,2,0,0,1,3
chambad01,2012,54,12,0,2,0,5,18
chambjo03,2012,0,0,0,0,0,0,0
chapmar01,2012,0,0,0,0,0,0,0
chapmja02,2012,0,0,0,0,0,0,0
chatwty01,2012,16,4,1,0,0,1,3
chaveen01,2012,158,32,6,0,2,6,24
chaveer01,2012,278,78,12,0,16,30,59
chaveje01,2012,2,0,0,0,0,0,2
chaveje01,2012,0,0,0,0,0,0,0
chenbr01,2012,5,1,0,0,0,0,3
chenwe02,2012,3,0,0,0,0,0,2
chiselo01,2012,142,38,6,1,5,8,27
choatra01,2012,0,0,0,0,0,0,0
choatra01,2012,0,0,0,0,0,0,0
choosh01,2012,598,169,43,2,16,73,150
chrisju01,2012,56,7,1,0,0,5,3
chulkvi01,2012,0,0,0,0,0,0,0
cingrto01,2012,1,0,0,0,0,0,1
ciriape01,2012,259,76,15,2,2,8,47
cishest01,2012,1,0,0,0,0,0,0
clemeje01,2012,22,3,1,0,0,2,7
cletoma01,2012,1,0,0,0,0,0,1
clevest01,2012,199,40,12,0,1,16,39
clippty01,2012,0,0,0,0,0,0,0
cloydty01,2012,11,1,0,0,0,3,3
cobbal01,2012,0,0,0,0,0,0,0
coellro01,2012,0,0,0,0,0,0,0
coffeto01,2012,0,0,0,0,0,0,0
coghlch01,2012,93,13,1,0,1,9,12
cokeph01,2012,0,0,0,0,0,0,0
colemca01,2012,3,1,0,0,0,0,1
colemlo01,2012,0,0,0,0,0,0,0
colliti01,2012,1,0,0,0,0,0,0
collmjo01,2012,16,1,0,0,0,1,5
colonba01,2012,4,0,0,0,0,0,3
colonro01,2012,1,0,0,0,0,0,0
colvity01,2012,420,122,27,10,18,21,117
congeha01,2012,18,3,0,0,0,1,0
conrabr01,2012,40,3,0,0,2,3,16
conrabr01,2012,58,10,5,0,2,3,27
constjo01,2012,76,19,2,0,0,8,21
contrjo01,2012,0,0,0,0,0,0,0
cookaa01,2012,0,0,0,0,0,0,0
cookry01,2012,0,0,0,0,0,0,0
coopeda01,2012,140,42,11,0,4,4,22
corbipa01,2012,36,4,0,1,0,1,17
cordefr01,2012,0,0,0,0,0,0,0
cordefr01,2012,0,0,0,0,0,0,0
corpama01,2012,1,0,0,0,0,0,1
corpoca01,2012,78,21,2,0,4,4,19
correke01,2012,47,5,0,0,0,0,21
costami01,2012,18,1,0,0,0,1,10
cousisc01,2012,86,14,4,1,1,4,24
cowgico01,2012,104,28,2,0,1,11,27
cozarza01,2012,561,138,33,4,15,31,113
craigal01,2012,469,144,35,0,22,37,89
crainje01,2012,0,0,0,0,0,0,0
crawfbr01,2012,435,108,26,3,4,33,95
crawfca02,2012,117,33,10,2,3,3,22
crawfev01,2012,0,0,0,0,0,0,0
crispco01,2012,455,118,25,7,11,45,64
crosbca01,2012,0,0,0,0,0,0,0
crowaa01,2012,0,0,0,0,0,0,0
cruzju02,2012,0,0,0,0,0,0,0
cruzlu01,2012,283,84,20,0,6,9,34
cruzne02,2012,585,152,45,0,24,48,140
cruzrh01,2012,1,0,0,0,0,0,1
cruzto03,2012,126,32,9,1,1,3,19
cuddymi01,2012,358,93,30,2,16,32,78
cuetojo01,2012,67,6,1,0,0,0,24
culbech01,2012,22,3,0,0,0,0,7
cunniaa01,2012,97,17,4,0,1,9,25
damonjo01,2012,207,46,6,2,4,17,27
danksjo01,2012,3,0,0,0,0,0,0
danksjo02,2012,67,15,1,0,1,6,16
darnach01,2012,6,0,0,0,0,0,2
darneja01,2012,17,4,1,0,1,2,2
darviyu01,2012,3,1,0,0,0,0,1
davisch02,2012,515,139,20,0,33,37,169
davisik02,2012,519,118,26,0,32,61,141
davisra01,2012,447,115,24,3,8,29,102
daviswa01,2012,2,1,0,0,0,0,1
deazaal01,2012,524,147,29,6,9,47,109
dedunsa01,2012,0,0,0,0,0,0,0
defraju01,2012,0,0,0,0,0,0,0
dejesda01,2012,506,133,28,8,9,61,89
dejesiv02,2012,33,9,3,0,0,3,7
dejesiv02,2012,8,0,0,0,0,0,6
delabst01,2012,0,0,0,0,0,0,0
delabst01,2012,0,0,0,0,0,0,0
delarda01,2012,0,0,0,0,0,0,0
delarjo01,2012,5,2,0,0,0,0,1
delarru01,2012,0,0,0,0,0,0,0
delgara01,2012,25,6,0,0,0,0,9
delosfa01,2012,0,0,0,0,0,0,0
delroen01,2012,0,0,0,0,0,0,0
demelsa01,2012,0,0,0,0,0,0,0
dempsry01,2012,32,3,0,1,0,0,9
dempsry01,2012,0,0,0,0,0,0,0
denorch01,2012,348,102,19,6,8,27,52
derosma01,2012,85,16,5,0,0,14,18
descada01,2012,374,85,10,7,4,37,83
desmoia01,2012,513,150,33,2,25,30,113
detwiro01,2012,45,2,0,0,0,1,22
devrico01,2012,0,0,0,0,0,0,0
dewitbl01,2012,29,4,1,0,0,0,2
diamosc01,2012,7,1,0,0,0,0,4
diazju02,2012,15,4,0,0,0,1,5
diazma02,2012,108,24,6,0,2,9,21
dickech01,2012,14,4,0,0,2,3,5
dickera01,2012,72,11,0,0,0,0,14
dicksbr01,2012,2,1,0,0,0,0,1
diekmja01,2012,0,0,0,0,0,0,0
dillati01,2012,0,0,0,0,0,0,0
dirksan01,2012,314,101,18,5,8,23,53
dobbsgr01,2012,319,91,13,2,5,14,53
dolisra01,2012,0,0,0,0,0,0,0
dominma01,2012,109,31,2,2,5,4,17
donalja01,2012,124,25,2,1,2,5,40
donaljo02,2012,274,66,16,0,9,14,61
doolise01,2012,0,0,0,0,0,0,0
doteloc01,2012,0,0,0,0,0,0,0
doubrfe01,2012,1,0,0,0,0,0,0
doumiry01,2012,484,133,34,1,18,29,98
downsda02,2012,0,0,0,0,0,0,0
downsma01,2012,178,36,4,1,8,8,38
downssc01,2012,0,0,0,0,0,0,0
doziebr01,2012,316,74,11,1,6,16,58
drabeky01,2012,2,0,0,0,0,0,1
drewst01,2012,135,26,8,1,2,19,35
drewst01,2012,152,38,5,0,5,18,41
dudalu01,2012,401,96,15,0,15,51,120
duensbr01,2012,1,0,0,0,0,0,1
duffyda01,2012,0,0,0,0,0,0,0
dukeza01,2012,1,0,0,0,0,0,0
duncash01,2012,232,47,10,0,11,28,59
dunnad01,2012,539,110,19,0,41,105,222
dunnmi01,2012,1,0,0,0,0,0,0
durbich01,2012,0,0,0,0,0,0,0
dysonja01,2012,292,76,8,5,0,30,56
dysonsa01,2012,0,0,0,0,0,0,0
eatonad02,2012,85,22,3,2,2,14,15
edginjo01,2012,0,0,0,0,0,0,0
edlefst01,2012,1,0,0,0,0,0,0
egberja01,2012,0,0,0,0,0,0,0
ekstrmi01,2012,0,0,0,0,0,0,0
elbersc01,2012,0,0,0,0,0,0,0
eldrebr01,2012,16,3,1,1,0,1,6
ellisaj01,2012,423,114,20,1,13,65,107
ellisma01,2012,415,107,21,1,7,40,70
ellsbja01,2012,303,82,18,0,4,19,43
elmorja01,2012,68,13,4,0,0,5,6
elyjo01,2012,0,0,0,0,0,0,0
encared01,2012,542,152,24,0,42,84,94
enrigba01,2012,0,0,0,0,0,0,0
eovalna01,2012,12,0,0,0,0,1,8
eovalna01,2012,20,3,0,0,0,0,12
eppleco01,2012,0,0,0,0,0,0,0
escaled01,2012,0,0,0,0,0,0,0
escobal02,2012,605,177,30,7,5,27,100
escobed01,2012,87,18,4,1,0,9,23
escobed01,2012,44,10,0,0,0,2,8
escobyu01,2012,558,141,22,1,9,35,70
espinda01,2012,594,147,37,2,17,46,189
estrama01,2012,40,4,2,0,0,2,21
ethiean01,2012,556,158,36,1,20,50,124
evelada01,2012,0,0,0,0,0,0,0
exposlu01,2012,18,1,0,0,0,3,5
faluir01,2012,85,29,6,1,0,4,9
familje01,2012,1,0,0,0,0,0,1
farnsky01,2012,0,0,0,0,0,0,0
farrier01,2012,8,1,0,0,0,1,2
federti01,2012,3,1,0,0,0,1,2
feldmsc01,2012,4,1,0,0,0,0,2
felizne01,2012,2,0,0,0,0,0,1
fickch01,2012,0,0,0,0,0,0,0
fickch01,2012,0,0,0,0,0,0,0
fieldpr01,2012,581,182,33,1,30,85,84
fieldth01,2012,2,0,0,0,0,1,1
fienca01,2012,0,0,0,0,0,0,0
fiersmi01,2012,32,3,0,0,0,0,17
fifest01,2012,7,2,1,0,0,0,2
figgich01,2012,166,30,5,2,2,19,48
figuepe01,2012,0,0,0,0,0,0,0
fistedo01,2012,2,0,0,0,0,0,1
flahery01,2012,153,33,2,1,6,6,43
floreje02,2012,277,59,12,1,6,13,59
floripe01,2012,137,30,5,2,1,10,30
flowety01,2012,136,29,6,0,7,12,56
floydga01,2012,1,0,0,0,0,0,0
fontemi01,2012,97,28,2,0,1,7,23
fontwi01,2012,0,0,0,0,0,0,0
fordle01,2012,71,13,3,0,3,7,13
forsylo01,2012,315,86,13,3,6,28,57
fowlede01,2012,454,136,18,11,13,68,128
